"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"12061","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.66,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12069","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12071","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12073","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12081","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12083","5","31212","77","0","2015","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12086","5","31212","77","0","2015","4","",5,73,74,73,573615,101086,2328,602,"",0.21,0.18,0.19,0.18,0.08,0.25,0.31,0.43,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12087","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12095","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12099","5","31212","77","0","2015","4","",4,58,56,54,385732,55798,934,530,"",0.30,0.28,0.27,0.25,0.10,0.23,0.22,0.37,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12101","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",1.18,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12103","5","31212","77","0","2015","4","",16,64,70,70,645446,50361,936,730,"",2.03,0.43,0.47,0.46,0.26,0.33,0.35,0.57,"",3,23.1,12,23.1,19,37.3,20,40.0,289122,81.1,-20875,-29.3,81,9.5,193,35.9
"12105","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",1.60,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12109","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12113","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12115","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12117","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12127","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",-2,-40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12131","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",3.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12999","5","31212","77","0","2015","4","",15,18,17,18,273878,23032,308,1193,"",1.40,0.20,0.19,0.20,0.12,0.16,0.11,0.60,"",1,7.1,-8,-30.8,-10,-37.0,-11,-37.9,-179312,-39.6,3532,18.1,-219,-41.6,-82,-6.4
"13000","5","31212","57","0","2015","4","",31,1432,1387,1431,30180817,609119,12748,1639,"",0.42,0.94,0.91,0.93,1.15,0.29,0.33,1.24,"",8,34.8,127,9.7,73,5.6,129,9.9,2559040,9.3,10898,1.8,-384,-2.9,13,0.8
"13015","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13021","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13031","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13051","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",1.42,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13057","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13067","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13089","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13095","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13111","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",6.30,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13117","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.65,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13121","5","31212","77","0","2015","4","",7,205,202,198,1887934,217668,4859,720,"",0.61,0.70,0.69,0.67,0.27,0.55,0.62,0.39,"",2,40.0,57,38.5,57,39.3,51,34.7,365908,24.0,-36426,-14.3,-1203,-19.8,-78,-9.8
"13151","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13219","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.78,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13223","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.93,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13245","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13259","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",42.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13999","5","31212","77","0","2015","4","",7,5,5,5,101920,12779,950,1568,"",0.88,0.10,0.10,0.10,0.08,0.09,0.27,0.84,"",-1,-12.5,-5,-50.0,-4,-44.4,-3,-37.5,-43109,-29.7,-12314,-49.1,-317,-25.0,328,26.5
"15000","5","31212","57","0","2015","4","",5,93,100,98,1000100,667737,13609,793,"",0.51,0.40,0.43,0.41,0.26,0.58,0.95,0.63,"",1,25.0,32,52.5,37,58.7,36,58.1,399901,66.6,308860,86.1,6419,89.3,48,6.4
"15001","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15003","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15007","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.55,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15009","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16000","5","31212","57","0","2015","4","",33,352,344,331,1995573,1463355,19637,448,"",2.34,1.43,1.42,1.36,0.59,1.28,1.47,0.42,"",4,13.8,49,16.2,-9,-2.5,-16,-4.6,181216,10.0,140159,10.6,-3753,-16.0,31,7.4
"16001","5","31212","77","0","2015","4","",12,229,227,221,1430822,1015030,13220,488,"",3.39,2.86,2.85,2.75,1.11,2.80,3.21,0.40,"",1,9.1,26,12.8,-22,-8.8,-23,-9.4,107779,8.1,87602,9.4,-3356,-20.2,49,11.2
"16013","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16017","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16019","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16021","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",8.56,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16027","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16055","5","31212","77","0","2015","4","",7,22,25,21,85087,85087,1335,289,"",5.86,1.07,1.22,1.03,0.33,0.85,1.02,0.30,"",2,40.0,10,83.3,14,127.3,10,90.9,49063,136.2,49063,136.2,649,94.6,44,18.0
"16057","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16079","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",9.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16081","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",8.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16999","5","31212","77","0","2015","4","",6,8,8,8,118820,49458,745,1143,"",4.53,2.42,2.38,2.36,1.58,1.71,1.98,0.66,"",1,20.0,5,166.7,2,33.3,3,60.0,67641,132.2,31399,173.9,476,177.0,299,35.4
"17000","5","31212","57","0","2015","4","",96,1013,998,1020,10401295,1655086,33661,792,"",0.94,0.47,0.47,0.47,0.25,0.54,0.37,0.52,"",32,50.0,314,44.9,270,37.1,287,39.2,4016920,62.9,389453,30.8,-5919,-15.0,110,16.1
"17019","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17031","5","31212","77","0","2015","4","",32,653,645,665,7614014,1116591,21229,895,"",0.82,0.70,0.70,0.71,0.38,0.83,0.54,0.54,"",12,60.0,282,76.0,264,69.3,289,76.9,3443223,82.6,543440,94.8,5122,31.8,42,4.9
"17037","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.79,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17043","5","31212","77","0","2015","4","",11,115,110,121,1104355,205251,3812,737,"",1.15,0.52,0.50,0.54,0.23,0.64,0.40,0.45,"",7,175.0,34,42.0,29,35.8,39,47.6,347483,45.9,76392,59.3,1470,62.8,21,2.9
"17073","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",7.04,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17077","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",6.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17089","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17097","5","31212","77","0","2015","4","",4,24,22,22,120633,34593,967,409,"",0.71,0.20,0.18,0.18,0.04,0.21,0.20,0.21,"",1,33.3,11,84.6,9,69.2,9,69.2,24023,24.9,18044,109.0,570,143.6,-163,-28.5
"17111","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17119","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17143","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.86,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17157","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.72,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17161","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.22,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17167","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.77,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17177","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.46,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17197","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17201","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17999","5","31212","77","0","2015","4","",30,36,39,33,655115,39000,1331,1400,"",2.38,0.69,0.76,0.64,0.46,0.28,0.26,0.66,"",8,36.4,19,111.8,20,105.3,14,73.7,310953,90.4,11317,40.9,15,1.1,-44,-3.0
"18000","5","31212","57","0","2015","4","",54,881,890,895,5727028,1084616,20809,496,"",1.35,0.82,0.82,0.82,0.35,0.85,0.77,0.42,"",13,31.7,166,23.2,166,22.9,161,21.9,136348,2.4,51333,5.0,-2943,-12.4,-98,-16.5
"18003","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18005","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.12,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18013","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",24.38,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18029","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18057","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",1.34,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18059","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",5.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18063","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18071","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18081","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.26,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18089","5","31212","77","0","2015","4","N",8,0,0,0,0,0,0,0,"N",3.14,0,0,0,0,0,0,0,"N",4,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18091","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",3.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18093","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.97,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18097","5","31212","77","0","2015","4","",13,263,268,270,1354045,250415,4889,390,"",2.20,1.23,1.25,1.25,0.35,0.99,0.97,0.28,"",3,30.0,28,11.9,27,11.2,23,9.3,148425,12.3,-26362,-9.5,-1748,-26.3,5,1.3
"18105","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",2.71,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18109","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.33,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18127","5","31212","77","0","2015","4","N",4,0,0,0,0,0,0,0,"N",4.45,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18141","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18145","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.35,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18151","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18157","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18163","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18999","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19000","5","31212","57","0","2015","4","",34,294,289,285,1366851,966744,6710,363,"",1.36,0.53,0.52,0.51,0.16,0.59,0.33,0.30,"",12,54.5,116,65.2,99,52.1,103,56.6,556552,68.7,377332,64.0,2764,70.0,23,6.8
"19033","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19055","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",6.98,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19059","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.67,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19061","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19075","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",10.76,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19095","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.68,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19099","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19103","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.99,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19111","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.62,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19113","5","31212","77","0","2015","4","",5,28,28,26,142500,103942,1040,401,"",3.08,0.60,0.59,0.55,0.17,0.80,0.68,0.28,"",1,25.0,8,40.0,8,40.0,8,44.4,71494,100.7,32936,46.4,330,46.5,118,41.7
"19125","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19127","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.93,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19129","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",10.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19139","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.42,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19153","5","31212","77","0","2015","4","N",7,0,0,0,0,0,0,0,"N",1.69,0,0,0,0,0,0,0,"N",4,133.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19163","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.46,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19169","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",3.16,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19191","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",16.70,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19193","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.25,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19195","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",17.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20000","5","31212","57","0","2015","4","N",9,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",2,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20015","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.85,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20045","5","31212","77","0","2015","4","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20051","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20091","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20111","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20169","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20173","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.63,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20201","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",14.25,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21000","5","31212","57","0","2015","4","",13,191,188,179,1822362,280924,8971,754,"",0.43,0.28,0.28,0.26,0.18,0.32,0.36,0.65,"",2,18.2,55,40.4,53,39.3,54,43.2,581376,46.8,101098,56.2,3208,55.7,31,4.3
"21015","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21067","5","31212","77","0","2015","4","",5,146,141,140,1458778,166422,5407,788,"",1.90,2.09,1.97,1.94,1.28,1.68,2.06,0.64,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21111","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21227","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21999","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22000","5","31212","57","0","2015","4","",20,237,239,247,2400268,310456,6148,766,"",0.64,0.34,0.34,0.35,0.21,0.42,0.56,0.62,"",7,53.8,46,24.1,36,17.7,49,24.7,336761,16.3,156511,101.7,2883,88.3,-38,-4.7
"22015","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
